ENTREZID	SYMBOL
27304	MOCS3
4773	NFATC2
10079	ATP9A
57167	SALL4
55734	ZFP64
128553	TSHZ2
101927770	ZNF217-AS1
7764	ZNF217
8537	BCAS1
1591	CYP24A1
5203	PFDN4
116151	FAM210B
6790	AURKA
1477	CSTF1
51507	RTF2
8480	RAE1
55544	RBM38
56937	PMEPA1
55370	PPP4R1L
57403	RAB22A
9217	VAPB
164284	APCDD1L
8675	STX16
79716	NPEPL1
2778	GNAS
51497	NELFCD
1522	CTSZ
81027	TUBB1
51012	PRELID3B
116154	PHACTR3
10388	SYCP2
63939	FAM217B
5509	PPP1R3D
60437	CDH26
284756	LINC02910
6874	TAF4
149986	LSM14B
5688	PSMA7
26039	SS18L1
26164	MTG2
9885	OSBPL2
11047	ADRM1
3911	LAMA5
6227	RPS21
81928	CABLES2
140893	RBBP8NL
28231	SLCO4A1
55257	MRGBP
11054	OGFR
1299	COL9A3
10732	TCFL5
100132911	DPH3P1
11083	DIDO1
54994	GID8
63910	SLC17A9
54915	YTHDF1
55738	ARFGAP1
79144	PPDPF
5753	PTK6
6725	SRMS
79025	FNDC11
85441	HELZ2
26205	GMEB2
50861	STMN3
10139	ARFRP1
84619	ZGPAT
54923	LIME1
56731	SLC2A4RG
140685	ZBTB46
140701	ABHD16B
7165	TPD52L2
80331	DNAJC5
54963	UCKL1
57473	ZNF512B
140700	SAMD10
24148	PRPF6
6919	TCEA2
10287	RGS19
55251	PCMTD2
102723996	LOC102723996
102724023	LOC102724023
102724159	LOC102724159
102724200	LOC102724200
102724428	LOC102724428
102724594	LOC102724594
100132288	TEKT4P2
85319	BAGE2
7179	TPTE
6782	HSPA13
8204	NRIP1
29761	USP25
1525	CXADR
10950	BTG3
54149	C21orf91
5651	TMPRSS15
101927797	MIR548XHG
54148	MRPL39
522	ATP5PF
2551	GABPA
351	APP
9510	ADAMTS1
284825	LINC01697
29104	N6AMT1
26046	LTN1
10069	RWDD2B
10600	USP16
10694	CCT8
56911	MAP3K7CL
571	BACH1
7074	TIAM1
6647	SOD1
57466	SCAF4
54069	MIS18A
9875	URB1
84996	URB1-AS1
59271	EVA1C
56683	CFAP298
8867	SYNJ1
100506215	PAXBP1-AS1
94104	PAXBP1
3455	IFNAR2
3588	IL10RB
3454	IFNAR1
3460	IFNGR2
2618	GART
6651	SON
29980	DONSON
9946	CRYZL1
6453	ITSN1
539	ATP5PO
100506334	LINC00649
6526	SLC5A3
64968	MRPS6
1827	RCAN1
861	RUNX1
54093	SETD4
873	CBR1
874	CBR3
9980	DOP1B
23515	MORC3
8208	CHAF1B
6493	SIM2
3141	HLCS
51227	PIGP
7267	TTC3
10311	VPS26C
1859	DYRK1A
3772	KCNJ15
2114	ETS2
8624	PSMG1
54014	BRWD1
3150	HMGN1
7485	GET1
10317	B3GALT5
25825	BACE2
4600	MX2
4599	MX1
9619	ABCG1
54020	SLC37A1
10785	WDR4
4731	NDUFV3
5316	PKNOX1
7307	U2AF1
150094	SIK1
11077	HSF2BP
23076	RRP1B
8566	PDXK
1476	CSTB
8568	RRP1
56894	AGPAT3
7109	TRAPPC10
5822	PWP2
8209	GATD3
5211	PFKL
755	CFAP410
7226	TRPM2
101928607	TRPM2-AS
7327	UBE2G2
6612	SUMO3
754	PTTG1IP
3689	ITGB2
100505746	ITGB2-AS1
85395	SLX9
378825	PICSAR
104	ADARB1
23275	POFUT2
642852	LINC00205
80781	COL18A1
6573	SLC19A1
1291	COL6A1
4047	LSS
114044	MCM3AP-AS1
8888	MCM3AP
54059	YBEY
54058	C21orf58
5116	PCNT
23181	DIP2A
3275	PRMT2
503637	DUXAP8
101929839	NA
100130418	CECR7
23765	IL17RA
27440	HDHD5
529	ATP6V1E1
23786	BCL2L13
637	BID
57553	MICAL3
55670	PEX26
11274	USP18
728233	PI4KAP1
9993	DGCR2
25786	DGCR11
8220	ESS2
6576	SLC25A1
8218	CLTCL1
7290	HIRA
64976	MRPL40
128977	C22orf39
7353	UFD1
8318	CDC45
54584	GNB1L
79680	RTL10
10587	TXNRD2
1312	COMT
421	ARVCF
128989	TANGO2
54487	DGCR8
27037	TRMT2A
5902	RANBP1
29801	ZDHHC8
65078	RTN4R
85359	DGCR6L
7625	ZNF74
84861	KLHL22
51586	MED15
5297	PI4KA
9342	SNAP29
1399	CRKL
8216	LZTR1
80764	THAP7
439931	THAP7-AS1
23119	HIC2
375133	PI4KAP2
7332	UBE2L3
150223	YDJC
23753	SDF2L1
23759	PPIL2
5594	MAPK1
9647	PPM1F
8940	TOP3B
96610	BMS1P20
9609	RAB36
613	BCR
91316	GUSBP11
266747	RGL4
7621	ZNF70
23523	CABIN1
23384	SPECC1L
83606	GUCD1
6634	SNRPD3
2678	GGT1
388886	LRRC75B
85379	KIAA1671
100128531	KIAA1671-AS1
91355	LRP5L
1416	CRYBB2P1
157	GRK3
89781	HPS4
402055	SRRD
24144	TFIP11
8459	TPST2
4330	MN1
23760	PITPNB
284900	TTC28-AS1
23331	TTC28
11200	CHEK2
150274	HSCB
150275	CCDC117
7494	XBP1
84133	ZNRF3
83999	KREMEN1
25807	RHBDD3
2130	EWSR1
10634	GAS2L1
162	AP1B1
8563	THOC5
8508	NIPSNAP1
4771	NF2
55954	ZMAT5
29796	UQCR10
84164	ASCC2
8897	MTMR3
3976	LIF
652968	CASTOR1
83874	TBC1D10A
10291	SF3A1
200312	RNF215
23541	SEC14L2
51537	MTFP1
23481	PES1
6948	TCN2
339665	SLC35E4
150290	DUSP18
23762	OSBP2
22880	MORC2
55000	TUG1
6525	SMTN
140606	SELENOM
91445	RNF185
3985	LIMK2
113791	PIK3IP1
23598	PATZ1
54944	LINC01521
4733	DRG1
56478	EIF4ENIF1
9814	SFI1
23761	PISD
253143	PRR14L
9681	DEPDC5
7533	YWHAH
51493	RTCB
25793	FBXO7
7078	TIMP3
104310353	LINC01399
10042	HMGXB4
10043	TOM1
3162	HMOX1
4174	MCM5
4151	MB
80830	APOL6
23543	RBFOX2
80833	APOL3
23780	APOL2
8542	APOL1
4627	MYH9
25828	TXN2
80020	FOXRED2
8664	EIF3D
7263	TST
4357	MPST
79734	KCTD17
114904	C1QTNF6
5880	RAC2
114794	ELFN2
29775	CARD10
11135	CDC42EP1
26088	GGA1
23616	SH3BP1
57026	PDXP
3956	LGALS1
79159	NOL12
11078	TRIOBP
3005	H1-0
23464	GCAT
129138	ANKRD54
51386	EIF3L
85377	MICALL1
84645	C22orf23
5435	POLR2F
9463	PICK1
8398	PLA2G6
23764	MAFF
25829	TMEM184B
11015	KDELR3
10521	DDX17
11144	DMC1
646851	FAM227A
25776	CBY1
56993	TOMM22
9929	JOSD1
9567	GTPBP1
25777	SUN2
10126	DNAL4
23467	NPTXR
23466	CBX6
9582	APOBEC3B
27350	APOBEC3C
200316	APOBEC3F
23492	CBX7
5155	PDGFB
6122	RPL3
10454	TAB1
4248	MGAT3
54471	MIEF1
468	ATF4
91582	RPS19BP1
113828	FAM83F
100130899	NA
23112	TNRC6B
158	ADSL
27352	SGSM3
57591	MRTFA
10478	SLC25A17
6767	ST13
63929	XPNPEP3
9978	RBX1
2033	EP300
83746	L3MBTL2
5905	RANGAP1
23264	ZC3H7B
7008	TEF
10766	TOB2
84844	PHF5A
50	ACO2
171568	POLR3H
5372	PMM1
27351	DESI1
2547	XRCC6
4809	SNU13
79640	C22orf46P
79879	CCDC134
6721	SREBF2
79019	CENPM
4668	NAGA
150368	PHETA2
6942	TCF20
27341	RRP7A
253190	SERHL2
91695	RRP7BP
84271	POLDIP3
1727	CYB5R3
53947	A4GALT
26286	ARFGAP3
11252	PACSIN2
638	BIK
27349	MCAT
706	TSPO
23170	TTLL12
80339	PNPLA3
25813	SAMM50
29780	PARVB
64098	PARVG
84247	RTL6
55615	PRR5
100506714	NUP50-DT
10762	NUP50
23313	KIAA0930
55007	FAM118A
27127	SMC1B
26150	RIBC2
2192	FBLN1
25814	ATXN10
7477	WNT7B
100271722	LINC00899
150381	PRR34-AS1
400931	MIRLET7BHG
5465	PPARA
150383	CDPF1
55020	TTC38
51512	GTSE1
55687	TRMU
9620	CELSR1
23151	GRAMD4
64781	CERK
25771	TBC1D22A
284930	EPIC1
23774	BRD1
105373090	NA
9889	ZBED4
79087	ALG12
79174	CRELD2
415116	PIM3
56666	PANX2
80305	TRABD
83642	SELENOO
85378	TUBGCP6
83933	HDAC10
6300	MAPK12
5600	MAPK11
23654	PLXNB2
414918	DENND6B
9701	PPP6R2
6305	SBF1
79924	ADM2
91289	LMF2
29781	NCAPH2
1890	TYMP
440836	CIMAP1B
410	ARSA
85358	SHANK3
284942	RPL23AP82
11158	RABL2B
51095	TRNT1
51185	CRBN
57633	LRRN1
285362	SUMF1
6419	SETMAR
3708	ITPR1
8553	BHLHE40
55207	ARL8B
9695	EDEM1
29995	LMCD1
5021	OXTR
56852	RAD18
9901	SRGAP3
25917	THUMPD3
440944	THUMPD3-AS1
55209	SETD5
64419	MTMR14
7862	BRPF1
4968	OGG1
8536	CAMK1
10474	TADA3
10093	ARPC4
285367	RPUSD3
84522	JAGN1
132014	IL17RE
84818	IL17RC
78987	CRELD1
285368	PRRT3
100874032	PRRT3-AS1
55831	EMC3
442075	EMC3-AS1
152302	CIDECP1
2177	FANCD2
55845	BRK1
7428	VHL
3656	IRAK2
9797	TATDN2
6396	SEC13
3269	HRH1
10533	ATG7
9686	VGLL4
132001	TAMM41
5468	PPARG
80746	TSEN2
100129480	MKRN2OS
23609	MKRN2
5894	RAF1
55287	TMEM40
6161	RPL32
9922	IQSEC1
23225	NUP210
79885	HDAC11
7476	WNT7A
348825	TPRXL
131474	CHCHD4
79188	TMEM43
7508	XPC
27258	LSM3
6533	SLC6A6
51244	CCDC174
100505641	FGD5-AS1
7182	NR2C2
64432	MRPS25
64145	RBSN
23473	CAPN7
100505696	SH3BP5-AS1
131965	METTL6
85403	EAF1
26061	HACL1
686	BTD
23243	ANKRD28
285381	DPH3
92106	OXNAD1
23228	PLCL2
9779	TBC1D5
6304	SATB1
5868	RAB5A
8850	KAT2B
151648	SGO1
7325	UBE2E2
7324	UBE2E1
28512	NKIRAS1
6138	RPL15
9975	NR1D2
7068	THRB
5915	RARB
7155	TOP2B
55768	NGLY1
54995	OXSM
152110	NEK10
9497	SLC4A7
152100	CMC1
64343	AZI2
27303	RBMS3
7048	TGFBR2
201595	STT3B
114884	OSBPL10
344787	ZNF860
23171	GPD1L
152189	CMTM8
112616	CMTM7
54918	CMTM6
51143	DYNC1LI1
25904	CNOT10
2720	GLB1
643853	TMPPE
10491	CRTAP
25827	FBXL2
7342	UBP1
23122	CLASP2
10015	PDCD6IP
6769	STAC
9881	TRANK1
9852	EPM2AIP1
4292	MLH1
9209	LRRFIP2
2803	GOLGA4
10217	CTDSPL
50853	VILL
5333	PLCD1
30	ACAA1
4615	MYD88
9943	OXSR1
9942	XYLB
100128640	ACVR2B-AS1
93	ACVR2B
9941	EXOG
57599	WDR48
64689	GORASP1
199223	TTC21A
64651	CSRNP1
54977	SLC25A38
3921	RPSA
574040	SNORA6
10289	EIF1B
956	ENTPD3
9045	RPL14
285267	ZNF619
253639	ZNF620
285268	ZNF621
1499	CTNNB1
54986	ULK4
22906	TRAK1
7433	VIPR1
9117	SEC22C
51188	SS18L2
4820	NKTR
92999	ZBTB47
25994	HIGD1A
389114	ZNF662
100506243	KRBOX1
729085	GASK1A
84892	POMGNT2
54861	SNRK
55129	ANO10
51099	ABHD5
285343	TCAIM
353274	ZNF445
285346	ZNF852
10168	ZNF197
7584	ZNF35
91392	ZNF502
115560	ZNF501
57456	KIAA1143
56992	KIF15
131616	TMEM42
7047	TGM4
51304	ZDHHC3
23016	EXOSC7
64866	CDCP1
25907	TMEM158
23395	LARS2
8994	LIMD1
22908	SACM1L
54716	SLC6A20
54585	LZTFL1
79443	FYCO1
9034	CCRL2
259173	ALS2CL
259236	TMIE
151903	CCDC12
23218	NBEAL2
29072	SETD2
64147	KIF9
23276	KLHL18
25930	PTPN23
22937	SCAP
54859	ELP6
10675	CSPG5
6599	SMARCC1
22907	DHX30
4134	MAP4
993	CDC25A
51385	ZNF589
10201	NME6
5364	PLXNB1
79714	CCDC51
51372	TMA7
84126	ATRIP
11277	TREX1
51246	SHISA5
5210	PFKFB4
1294	COL7A1
7384	UQCRC1
65010	SLC26A6
1951	CELSR3
51517	NCKIPSD
51447	IP6K2
5576	PRKAR2A
788	SLC25A20
10425	ARIH2
54681	P4HTM
11180	WDR6
55152	DALRD3
25915	NDUFAF3
3615	IMPDH2
54870	QRICH1
5859	QARS1
10869	USP19
64925	CCDC71
375341	C3orf62
7375	USP4
2876	GPX1
387	RHOA
6988	TCTA
275	AMT
84276	NICN1
1605	DAG1
327	APEH
4485	MST1
63891	RNF123
386724	AMIGO3
29925	GMPPB
9807	IP6K1
389119	INKA1
7318	UBA7
10293	TRAIP
4486	MST1R
84315	MON1A
10180	RBM6
10181	RBM5
100775107	RBM5-AS1
6405	SEMA3F
2771	GNAI2
7869	SEMA3B
7866	IFRD2
8372	HYAL3
24142	NAA80
3373	HYAL1
8692	HYAL2
11334	TUSC2
11186	RASSF1
10641	NPRL2
11068	CYB561D2
11070	TMEM115
51409	HEMK1
1154	CISH
7867	MAPKAPK3
7873	MANF
29890	RBM15B
9730	DCAF1
23132	RAD54L2
51368	TEX264
9136	RRP9
10039	PARP3
57060	PCBP4
84836	ABHD14B
25864	ABHD14A
6159	RPL29
1849	DUSP7
25886	POC1A
211	ALAS1
11344	TWF2
132160	PPM1M
80335	WDR82
132158	GLYCTK
25981	DNAH1
8314	BAP1
51533	PHF7
7134	TNNC1
11188	NISCH
64943	NT5DC2
440957	UQCC5
55193	PBRM1
26354	GNL3
55830	GLT8D1
28972	SPCS1
6787	NEK4
375346	STIMATE
51460	SFMBT1
105377135	NA
91869	RFT1
5580	PRKCD
7086	TKT
55802	DCP1A
776	CACNA1D
55349	CHDH
55540	IL17RB
93973	ACTR8
58515	SELENOK
285331	CCDC66
23272	TASOR
50650	ARHGEF3
54756	IL17RD
26060	APPL1
201626	PDE12
378	ARF4
201627	DENND6A
7871	SLMAP
2317	FLNB
105377650	NA
57406	ABHD6
11102	RPP14
54899	PXK
5162	PDHB
200845	KCTD6
200844	CFAP20DC
5793	PTPRG
100506994	PTPRG-AS1
57415	CEP15
80145	THOC7
6314	ATXN7
100507062	PSMD6-AS2
9861	PSMD6
166336	PRICKLE2
9223	MAGI1
115286	SLC25A26
26018	LRIG1
84541	KBTBD8
8801	SUCLG2
285203	EOGT
7110	TMF1
9039	UBA3
10550	ARL6IP5
23150	FRMD4B
4286	MITF
27086	FOXP1
317649	EIF4E3
23429	RYBP
55164	SHQ1
727936	GXYLT2
151987	PPP4R2
692099	FAM86DP
100131827	ZNF717
6091	ROBO1
2632	GBE1
389136	VGLL3
25978	CHMP2B
8545	CGGBP1
105377200	NA
55279	ZNF654
285237	C3orf38
200894	ARL13B
200895	DHFR2
63899	NSUN3
84100	ARL6
131544	CRYBG3
84864	RIOX2
56650	CLDND1
1371	CPOX
10402	ST3GAL6
131566	DCBLD2
100873741	RNU6-26P
1295	COL8A1
84319	CMSS1
11259	FILIP1L
55773	TBC1D23
56954	NIT2
9868	TOMM70
348801	LNP1
55076	TMEM45A
10342	TFG
57337	SENP7
131909	ARB2BP
54931	TRMT10C
57092	PCNP
27107	ZBTB11
100009676	ZBTB11-AS1
6152	RPL24
105374013	NA
79598	CEP97
91775	NXPE3
64332	NFKBIZ
152225	RDUR
131368	ZPLD1
214	ALCAM
868	CBLB
344595	DUBR
56987	BBX
961	CD47
55081	IFT57
22989	MYH15
57650	CIP2A
9666	DZIP3
25945	NECTIN3
79413	ZBED2
257068	PLCXD2
90102	PHLDB2
55347	ABHD10
79669	C3orf52
257144	GCSAM
64422	ATG3
55032	SLC35A5
100506621	NA
151887	CCDC80
131450	CD200R1
29083	GTPBP8
25871	NEPRO
55779	CFAP44
152185	SPICE1
54847	SIDT1
205717	USF3
80218	NAA50
523	ATP6V1A
54762	GRAMD1C
254887	ZDHHC23
57577	CCDC191
79691	QTRT2
26137	ZBTB20
2596	GAP43
8702	B4GALT4
55254	TMEM39A
56983	POGLUT1
51300	TIMMDC1
10063	COX17
2932	GSK3B
165829	GPR156
116064	LRRC58
11167	FSTL1
4710	NDUFB4
285282	RABL3
2960	GTF2E1
10721	POLQ
3059	HCLS1
2804	GOLGB1
9657	IQCB1
55840	EAF2
6565	SLC15A2
286676	ILDR1
942	CD86
1475	CSTA
131076	MIX23
26355	FAM162A
54554	WDR5B
3836	KPNA1
83666	PARP9
151636	DTX3L
54625	PARP14
79663	HSPBAP1
84925	SLC49A4
100129550	LINC02035
10954	PDIA5
26984	SEC22A
201562	HACD2
64770	CCDC14
8997	KALRN
7372	UMPS
3693	ITGB5
56667	MUC13
57493	HEG1
84561	SLC12A8
7707	ZNF148
8723	SNX4
114885	OSBPL11
200810	ALG1L1P
54946	SLC41A3
10840	ALDH1L1
79364	ZXDC
114112	TXNRD3
84303	CHCHD6
5361	PLXNA1
131601	TPRA1
4171	MCM2
50512	PODXL2
80325	ABTB1
11343	MGLL
166348	KBTBD12
29927	SEC61A1
8607	RUVBL1
60678	EEFSEC
2624	GATA2
101927167	GATA2-AS1
6184	RPN1
7879	RAB7A
28976	ACAD9
339122	RAB43
57461	ISY1
7555	CNBP
22820	COPG1
56941	HMCES
8971	H1-10
132241	RPL32P3
8930	MBD4
55764	IFT122
23129	PLXND1
23023	TMCC1
729375	FAM86HP
30849	PIK3R4
27032	ATP2C1
28990	ASTE1
79858	NEK11
152195	NUDT16L2P
131870	NUDT16
11222	MRPL3
55	ACP3
23317	DNAJC13
100532724	NPHP3-ACAD11
79876	UBA5
27031	NPHP3
55573	CDV3
11073	TOPBP1
58477	SRPRB
6259	RYK
51421	AMOTL2
25847	ANAPC13
80254	CEP63
5523	PPP2R3A
55167	MSL2
5096	PCCB
10274	STAG1
80723	SLC35G2
101927597	NCK1-DT
4690	NCK1
53833	IL20RB
51208	CLDN18
199221	DZIP1L
51163	DBR1
25852	ARMC8
347736	NME9
80321	CEP70
55179	FAIM
5291	PIK3CB
56945	MRPS22
9276	COPB2
5947	RBP1
349565	NMNAT3
55186	SLC25A36
92370	PXYLP1
253461	ZBTB38
5922	RASA2
9616	RNF7
483	ATP1B3
7029	TFDP2
256356	GK5
54464	XRN1
545	ATR
5357	PLS1
26577	PCOLCE2
23350	U2SURP
285195	SLC9A9
205428	DIPK2A
5352	PLOD2
57088	PLSCR4
5359	PLSCR1
2992	GYG1
6596	HLTF
84343	HPS3
1356	CP
4071	TM4SF1
25937	WWTR1
51122	COMMD2
389161	ANKUB1
11342	RNF13
5217	PFN2
653659	TMEM183BP
9819	TSC22D2
27230	SERP1
83939	EIF2A
51714	SELENOT
6478	SIAH2
116931	MED12L
53836	GPR87
285313	IGSF10
201651	AADACP1
13	AADAC
4154	MBNL1
401093	MBNL1-AS1
5028	P2RY1
5912	RAP2B
170506	DHX36
4311	MME
285315	C3orf33
9197	SLC33A1
8833	GMPS
7881	KCNAB1
6747	SSR3
25976	TIPARP
730091	LINC00886
647033	PA2G4P4
57018	CCNL1
79674	VEPH1
5806	PTX3
6474	SHOX2
51319	RSRC1
100996447	MLF1-DT
4291	MLF1
85476	GFM1
64747	MFSD1
57560	IFT80
10051	SMC4
286827	TRIM59
3840	KPNA4
80117	ARL14
151742	PPM1L
8706	B3GALNT1
51068	NMD3
101243545	LINC02067
103695433	LINC01322
590	BCHE
11235	PDCD10
5274	SERPINI1
27333	GOLIM4
2122	MECOM
84517	ACTRT3
55892	MYNN
151827	LRRC34
7095	SEC62
26996	GPR160
80012	PHC3
5584	PRKCI
6498	SKIL
200916	RPL22L1
56648	EIF5A2
23043	TNIK
5337	PLD1
64778	FNDC3B
8743	TNFSF10
57552	NCEH1
1894	ECT2
100874244	NAALADL2-AS2
79718	TBL1XR1
104797538	KCNMB2-AS1
64393	ZMAT3
5290	PIK3CA
27094	KCNMB3
51193	ZNF639
55669	MFN1
86	ACTL6A
57129	MRPL47
4711	NDUFB5
8975	USP13
151613	TTC14
8087	FXR1
131118	DNAJC19
6657	SOX2
100996490	LINC01206
23200	ATP11B
54165	DCUN1D1
56922	MCCC1
27074	LAMP3
23101	MCF2L2
84002	B3GNT5
100505687	SNHG33
54800	KLHL24
55689	YEATS2
79929	MAP6D1
55486	PARL
10057	ABCC5
8893	EIF2B5
1857	DVL3
1173	AP2M1
55324	ABCF3
10195	ALG3
9718	ECE2
94032	CAMK2N2
5708	PSMD2
1981	EIF4G1
131408	FAM131A
1181	CLCN2
5437	POLR2H
2049	EPHB3
64110	MAGEF1
23355	VPS8
1962	EHHADH
9175	MAP3K13
90407	TMEM41A
200879	LIPH
59343	SENP2
10644	IGF2BP2
6434	TRA2B
344887	NMRAL2P
2119	ETV5
55171	TBCCD1
51726	DNAJB11
1974	EIF4A2
619568	SNORA4
5984	RFC4
6480	ST6GAL1
116832	RPL39L
64108	RTP4
604	BCL6
4026	LPP
285386	TPRG1
8626	TP63
55214	P3H2
9076	CLDN1
10686	CLDN16
3556	IL1RAP
152137	CCDC50
2257	FGF12
151963	MB21D2
57110	PLAAT1
4976	OPA1
3280	HES1
79572	ATP13A3
100507297	TMEM44-AS1
93109	TMEM44
55341	LSG1
131583	FAM43A
152002	XXYLT1
101410543	XXYLT1-AS2
23527	ACAP2
5504	PPP1R2
4585	MUC4
10188	TNK2
255812	SDHAP1
7037	TFRC
5130	PCYT1A
255758	DYNLT2B
26043	UBXN7
165918	RNF168
348793	WDR53
200933	FBXO45
54965	PIGX
5062	PAK2
205564	SENP5
22916	NCBP2
152217	NCBP2AS2
80235	PIGZ
4241	MELTF
100507057	MELTF-AS1
1739	DLG1
100507086	DLG1-AS1
622	BDH1
220729	SDHAP4
9711	RUBCN
84248	FYTTD1
84859	LRCH3
84223	IQCG
6165	RPL35A
89782	LMLN
152687	ZNF595
255403	ZNF718
642280	ZNF876P
7700	ZNF141
79963	ABCA11P
170960	ZNF721
54872	PIGG
521	ATP5ME
4636	MYL5
84179	SLC49A3
10336	PCGF3
100129917	PCGF3-AS1
10815	CPLX1
2580	GAK
84286	TMEM175
1609	DGKQ
10861	SLC26A1
3425	IDUA
53834	FGFRL1
10417	SPON2
285463	CTBP1-AS
1487	CTBP1
92070	CTBP1-DT
10296	MAEA
101928621	NA
57654	UVSSA
285464	NA
7884	SLBP
92305	TMEM129
10460	TACC3
2261	FGFR3
3954	LETM1
7468	NSD2
7469	NELFA
401115	NICOL1
339983	NAT8L
353497	POLN
79441	HAUS3
10608	MXD4
57732	ZFYVE28
6047	RNF4
8603	FAM193A
79155	TNIP2
6452	SH3BP2
118	ADD1
10227	MFSD10
317648	NOP14-AS1
8602	NOP14
2868	GRK4
3064	HTT
6002	RGS12
285489	DOK7
4043	LRPAP1
85013	TMEM128
55646	LYAR
166793	ZBTB49
53407	STX18
4487	MSX1
7466	WFS1
23324	MAN2B2
93621	MRFAP1
93622	MRFAP1L2
6286	S100P
114932	MRFAP1L1
55330	BLOC1S4
9778	KIAA0232
57533	TBC1D14
257236	CCDC96
93624	TADA2B
80273	GRPEL1
84740	AFAP1-AS1
60312	AFAP1
54436	SH3TC1
8310	ACOX3
152992	TRMT44
56606	SLC2A9
9948	WDR1
85460	ZNF518B
9957	HS3ST1
9364	RAB28
259282	BOD1L1
132864	CPEB2
57545	CC2D2A
26234	FBXL5
285550	FAM200B
9982	FGFBP1
202018	TAPT1
5860	QDPR
51056	LAP3
80306	MED28
27146	FAM184B
54876	DCAF16
64151	NCAPG
254251	LCORL
9353	SLIT2
133015	PACRGL
80333	KCNIP4
166647	ADGRA3
1665	DHX15
51091	SEPSECS
55300	PI4K2B
29063	ZCCHC4
29945	ANAPC4
23231	SEL1L3
389203	SMIM20
3516	RBPJ
55296	TBC1D19
57620	STIM2
5099	PCDH7
116984	ARAP2
55286	C4orf19
768211	RELL1
55276	PGM2
23216	TBC1D1
51274	KLF3
10333	TLR6
92689	FAM114A1
80008	TMEM156
51088	KLHL5
57728	WDR19
5981	RFC1
6133	RPL9
11019	LIAS
7358	UGDH
100885776	UGDH-AS1
201895	SMIM14
3093	UBE2K
23244	PDS5A
55728	N4BP2
54502	RBM47
323	APBB2
7345	UCHL1
22998	LIMCH1
55161	TMEM33
10463	SLC30A9
152573	SHISA3
10396	ATP8A1
60558	GUF1
132789	GNPDA2
54951	COMMD8
57205	ATP10D
152518	NFXL1
1259	CNGA1
152519	NIPAL1
7294	TXK
7006	TEC
57606	SLAIN2
285527	FRYL
54940	OCIAD1
132299	OCIAD2
23142	DCUN1D4
6443	SGCB
64854	USP46
643783	USP46-DT
57291	DANCR
100288413	ERVMER34-1
65997	RASL11B
152579	SCFD2
81608	FIP1L1
84708	LNX1
26511	CHIC2
5156	PDGFRA
3815	KIT
79644	SRD5A3
55858	TMEM165
9575	CLOCK
10874	NMU
55763	EXOC1
9662	CEP135
132949	AASDH
5471	PPAT
10606	PAICS
6731	SRP72
5978	REST
84273	NOA1
5431	POLR2B
23284	ADGRL3
1060	CENPC
55236	UBA6
550112	UBA6-DT
9407	TMPRSS11D
91746	YTHDC1
57050	UTP3
22902	RUFY3
2926	GRSF1
92597	MOB1B
1633	DCK
285521	COX18
26057	ANKRD17
166824	RASSF6
3576	CXCL8
2919	CXCL1
6374	CXCL5
2921	CXCL3
2920	CXCL2
441024	MTHFD2L
255324	EPGN
2069	EREG
374	AREG
685	BTC
25849	PARM1
25898	RCHY1
152815	THAP6
9908	G3BP2
8615	USO1
27163	NAAA
55153	SDAD1
3627	CXCL10
6373	CXCL11
53371	NUP54
950	SCARB2
8987	STBD1
57619	SHROOM3
345079	SOWAHB
55752	SEPTIN11
10983	CCNI
901	CCNG2
246175	CNOT6L
65008	MRPL1
80144	FRAS1
306	ANXA3
55589	BMP2K
152559	PAQR3
118429	ANTXR2
56978	PRDM8
2250	FGF5
5593	PRKG2
153020	RASGEF1B
3184	HNRNPD
9987	HNRNPDL
58478	ENOPH1
79966	SCD5
22872	SEC31A
100499177	THAP9-AS1
79725	THAP9
132660	LIN54
51138	COPS4
51316	PLAC8
27235	COQ2
10855	HPSE
113510	HELQ
51023	MRPS18C
84142	ABRAXAS1
84803	GPAT3
101928978	LINC02994
1040	CDS1
23001	WDFY3
83478	ARHGAP24
5602	MAPK10
5783	PTPN13
132989	C4orf36
100506746	AFF1-AS1
4299	AFF1
57563	KLHL8
51170	HSD17B11
53343	NUDT9
8404	SPARCL1
6696	SPP1
5311	PKD2
9429	ABCG2
152926	PPM1K
55008	HERC6
51191	HERC5
8916	HERC3
266812	NAP1L5
10144	FAM13A
166815	TIGD2
6622	SNCA
401145	CCSER1
56916	SMARCAD1
10611	PDLIM5
658	BMPR1B
5910	RAP1GDS1
10098	TSPAN5
1977	EIF4E
23173	METAP1
128	ADH5
100507053	LOC100507053
93587	TRMT10A
27071	DAPP1
8649	LAMTOR3
79982	DNAJB14
3015	H2AZ1
115265	DDIT4L
5530	PPP3CA
90024	FLJ20021
55024	BANK1
64116	SLC39A8
4790	NFKB1
4126	MANBA
7323	UBE2D3
493856	CISD2
133308	SLC9B2
56898	BDH2
1062	CENPE
54790	TET2
27068	PPA2
54848	ARHGEF38
57117	INTS12
79807	GSTCD
93627	TBCK
9255	AIMP1
9061	PAPSS1
166929	SGMS2
113612	CYP2U1
3033	HADH
51176	LEF1
6164	RPL34
58505	OSTC
10427	SEC24B
55013	MCUB
839	CASP6
81579	PLA2G12A
3426	CFI
54433	GAR1
79071	ELOVL6
2028	ENPEP
132720	FAM241A
55435	AP1AR
92610	TIFA
80216	ALPK1
55345	ZGRF1
51574	LARP7
817	CAMK2D
79642	ARSJ
7368	UGT8
100093630	SNHG8
